Title,Item_no,EAN,Price,Shiping_time,Description,Link,Brand,Article no
"KEUCO 31153270100 WTU Edition 11 31153,1 Frt-Auszug,",31153270100,4017214485253,"1.688,04 ",21 - 23 workdays,"Bel., weiß/Glas weiß satiniert",https://ssd-armaturenshop.de/KEUCO-31153270100-WTU-Edition-11-311531-Frt-Auszug_1,KEUCO,34164
"KEUCO 31166140000 WTU Edition 11 31166,1 Frt-Auszug,",31166140000,4017214416608,"1.723,91 ",21 - 23 workdays,trüffel/Glas trüffel,https://ssd-armaturenshop.de/KEUCO-31166140000-WTU-Edition-11-311661-Frt-Auszug_1,KEUCO,33285
"KEUCO 31325110100 Sideboard Edition 11 31325, Bel.,",31325110100,4017214415489,"2.534,10 ",21 - 23 workdays,"2 Frt-Auszüge, anthrazit/Glas anthrazit",https://ssd-armaturenshop.de/KEUCO-31325110100-Sideboard-Edition-11-31325-Bel_1,KEUCO,33059
"KEUCO 31330380002 HS Edition 11 31330, Anschlag rechts",31330380002,4017214390441,"1.175,07 ",21 - 23 workdays,"1 trg., weiß/weiß",https://ssd-armaturenshop.de/KEUCO-31330380002-HS-Edition-11-31330-Anschlag-rechts_1,KEUCO,32454
"KEUCO 31341210000 WTU Edition 11 31341,1 Frt-Auszug,",31341210000,4017214387144,"1.228,99 ",21 - 23 workdays,weiß Hochglanz/weiß Hochglanz,https://ssd-armaturenshop.de/KEUCO-31341210000-WTU-Edition-11-313411-Frt-Auszug_1,KEUCO,30303
"KEUCO 31361210000 WTU Edition 11 31361,1 Frt-Auszug,",31361210000,4017214388301,"1.744,49 ",58 - 60 workdays,weiß Hochglanz/weiß Hochglanz,https://ssd-armaturenshop.de/KEUCO-31361210000-WTU-Edition-11-313611-Frt-Auszug_1,KEUCO,30383
Viega 264581 Doppelrosette 1079.7,264581,4015211264581,"2,21 ",9 - 10 workdays,in 110x60x10x15mm Kst. weiss RAL 9010,https://ssd-armaturenshop.de/Viega-264581-Doppelrosette-10797_1,Viega,71712
Duravit DS1249L4343 Hochschrank DuraStyle 360x500x1800mm,DS1249L4343-DU,4021534921841,"383,64 ",40 - 42 workdays,"1 Tür, TA li., basalt matt/basalt matt",https://ssd-armaturenshop.de/Duravit-DS1249L4343-Hochschrank-DuraStyle-360x500x1800mm_1,Duravit,106210
Duravit DS628301818 Unterschrank DuraStyle 448x1130x282mm,DS628301818-DU,4021534916069,"301,20 ",40 - 42 workdays,"1 Ausz.,232012,weiß matt/weiß matt",https://ssd-armaturenshop.de/Duravit-DS628301818-Unterschrank-DuraStyle-448x1130x282mm_1,Duravit,106576
Duravit DS987304377 Möbel-Acc. Ablage wandh. DuraStyle,DS987304377-DU,4021534937866,"261,57 ",40 - 41 workdays,"440x940x300mm, basalt matt/nussb.massiv",https://ssd-armaturenshop.de/Duravit-DS987304377-Moebel-Acc-Ablage-wandh-DuraStyle_1,Duravit,108623
Duravit DS988201877 Möbel-Acc. HTH mit Ablage DuraStyle,DS988201877-DU,4021534938375,"251,63 ",40 - 42 workdays,"440x740x805mm, weiß matt/nussb.massiv",https://ssd-armaturenshop.de/Duravit-DS988201877-Moebel-Acc-HTH-mit-Ablage-DuraStyle_1,Duravit,108649
Duravit DS988304376 Möbel-Acc. HTH mit Ablage DuraStyle,DS988304376-DU,4021534923142,"214,76 ",40 - 42 workdays,"440x940x805mm, basalt matt/eiche massiv",https://ssd-armaturenshop.de/Duravit-DS988304376-Moebel-Acc-HTH-mit-Ablage-DuraStyle_1,Duravit,108662
Viega 115432 Verstellrohr 6892,115432,4015211115432,"2,56 ",16 - 17 workdays,in G1 1/4 x 40x120mm Kunststoff weiss,https://ssd-armaturenshop.de/Viega-115432-Verstellrohr-6892_1,Viega,71425
LAUFEN 4833020964231 WTU Laufen PRO S 1 Tür und 1 Fach,H4833020964231,7612738295639,"199,02 ",20 - 22 workdays,f.81596.1 415x320x580 wenge,https://ssd-armaturenshop.de/LAUFEN-4833020964231-WTU-Laufen-PRO-S-1-Tuer-und-1-Fach,LAUFEN,54582
Laufen H4835720964631 WTU Laufen PRO S 2 Laden u.2 Innenl.,H4835720964631,7612738296315,"863,18 ",30 - 32 workdays,für H814968 1260x450x390 weiß matt,https://ssd-armaturenshop.de/navi.php?a=743522&lang=eng,navi.php?a=743522&lang=eng,743522
Duravit H29253L5252 Hochschrank Happy D.2 360x500x1760mm,H29253L5252-DU,4021534928826,"669,16 ",40 - 42 workdays,"1 Tür, TA links, europäische eiche",https://ssd-armaturenshop.de/Duravit-H29253L5252-Hochschrank-Happy-D2-360x500x1760mm_1,Duravit,86044
BETTE 3385-411 Duschfläche Floor Side 3385,3385-411,4038565042780,"424,00 ",28 - 30 workdays,100x90 cm grau 411,https://ssd-armaturenshop.de/BETTE-3385-411-Duschflaeche-Floor-Side-3385_1,BETTE,316047
"BETTE A048-000Bette Einbauwaschtisch Aqua 80x49,5x1 cm",A048-000,4038565017221,"418,56 ",28 - 30 workdays,"ohne Bohrung, weiß",https://ssd-armaturenshop.de/BETTE-A048-000Bette-Einbauwaschtisch-Aqua-80x495x1-cm_1,BETTE,346316
Duravit VE610402222 WTU wandhängend Vero 431x550x298mm,VE610402222-DU,4021534968112,"394,66 ",40 - 42 workdays,"1 Auszug, f.045460, weiß hochglanz",https://ssd-armaturenshop.de/Duravit-VE610402222-WTU-wandhaengend-Vero-431x550x298mm_1,Duravit,82595
Hansgrohe 45015820 Waschtischmischer 80 Axor Uno Select,45015820,4011097982519,"348,02 ",15 - 16 workdays,ohne Ablaufgarnitur BN,https://ssd-armaturenshop.de/Hansgrohe-45015820-Waschtischmischer-80-Axor-Uno-Select_1,Hansgrohe,251740
BETTE 5987-000AR Supra Rechteck-Duschwanne 5987,5987-000AR,4038565019614,"598,00 ",28 - 30 workdays,"180x80x6,5 cm weiß AR",https://ssd-armaturenshop.de/BETTE-5987-000AR-Supra-Rechteck-Duschwanne-5987_1,BETTE,307728
"Duravit BR1331L1075 Hochschrank Brioso, 1 Tür, TA links",BR1331L1075-DU,4053424602127,"608,02 ",39 - 41 workdays,"1770x520x360mm, Chrom/Leinen",https://ssd-armaturenshop.de/navi.php?a=578512&lang=eng,navi.php?a=578512&lang=eng,578512
"Duravit BR1330L1052 Hochschrank Brioso, 1 Tür, TA links",BR1330L1052-DU,4053424605944,"452,06 ",39 - 41 workdays,"1770x420x360mm, Chrom/Europäische Eiche",https://ssd-armaturenshop.de/navi.php?a=578465&lang=eng,navi.php?a=578465&lang=eng,578465
Duravit BR415604949 WTU Brioso 442x984x459mm,BR415604949-DU,4053424593081,"527,68 ",39 - 41 workdays,"2 Schubk., Graphit Matt",https://ssd-armaturenshop.de/navi.php?a=580014&lang=eng,navi.php?a=580014&lang=eng,580014
BETTE 5319-000AR 5-Eck-Duschwanne Caro 5319,5319-000AR,4038565018136,"652,86 ",28 - 30 workdays,"80x80x3,5 cm ohne Schürze weiß AR",https://ssd-armaturenshop.de/BETTE-5319-000AR-5-Eck-Duschwanne-Caro-5319_1,BETTE,340882
"Duravit BR401201091 WT-Unterbau Brioso,1 Auszug,Becken l.",BR401201091-DU,4053424610153,"544,88 ",39 - 41 workdays,"442x820x479mm, Chrom/Taupe",https://ssd-armaturenshop.de/navi.php?a=578866&lang=eng,navi.php?a=578866&lang=eng,578866
"Duravit BR401401818 WT-Unterbau Brioso,1 Auszug,Becken r.",BR401401818-DU,4053424610306,"548,19 ",39 - 41 workdays,"442x820x479mm, Weiß Matt",https://ssd-armaturenshop.de/navi.php?a=578889&lang=eng,navi.php?a=578889&lang=eng,578889
"Duravit BR400401091 WT-Unterbau Brioso, 1 Auszug",BR400401091-DU,4053424579337,"376,40 ",39 - 41 workdays,"442x1220x479mm, Chrom/Taupe",https://ssd-armaturenshop.de/navi.php?a=578800&lang=eng,navi.php?a=578800&lang=eng,578800
Laufen H4030011102601 WTU BASE für INO f.WT H813301/2,H4030011102601,7612738947347,"511,62 ",29 - 31 workdays,770x350 1 Schubl. Griff Alum Weiß matt,https://ssd-armaturenshop.de/navi.php?a=768392&lang=eng,navi.php?a=768392&lang=eng,768392
Duravit XV44940B152 WTU bodens.XViu 567x810x469 f.233385,XV44940B152-DU,4053424818245,"619,37 ",39 - 41 workdays,2 Ausz.champagner matt/europ. eiche,https://ssd-armaturenshop.de/navi.php?a=615180&lang=eng,navi.php?a=615180&lang=eng,615180
"Duravit XV4024RB111 WTU XViu wandh., 1Tür400x410x290mm",XV4024RB111-DU,4053424850757,"357,49 ",39 - 41 workdays,"TA r.,champ.matt/eiche cashmere",https://ssd-armaturenshop.de/navi.php?a=609589&lang=eng,navi.php?a=609589&lang=eng,609589
"Duravit HP1260L3939 HHS HappyD2+,880x400x360mm",HP1260L3939-DU,4053424872056,"947,13 ",39 - 41 workdays,"Anschlag l., nordic weiß seidenmatt",https://ssd-armaturenshop.de/navi.php?a=586626&lang=eng,navi.php?a=586626&lang=eng,586626
"Duravit BR431200707 WTU XViu wandhängend,555x820x479mm",BR431200707-DU,4053424726250,"497,36 ",39 - 41 workdays,"2Schubk.,betongrau matt",https://ssd-armaturenshop.de/navi.php?a=580280&lang=eng,navi.php?a=580280&lang=eng,580280
"Duravit LC6133R1313 WTU L-Cube wandh.,1Tür,400x440x311mm",LC6133R1313-DU,4053424715667,"292,76 ",39 - 41 workdays,"TA r., amerik. Nussbaum",https://ssd-armaturenshop.de/navi.php?a=590675&lang=eng,navi.php?a=590675&lang=eng,590675
"Duravit LC613807171 WTU L-Cube wandh.,400x1020x481mm",LC613807171-DU,4053424717524,"546,08 ",39 - 41 workdays,"1Auszug, mediter. Eiche",https://ssd-armaturenshop.de/navi.php?a=590868&lang=eng,navi.php?a=590868&lang=eng,590868
"Duravit LC630409090 WTU L-Cube wandh.,550x520x421mm",LC630409090-DU,4053424718378,"881,47 ",39 - 41 workdays,"2Schubkästen, flannel grey sem.",https://ssd-armaturenshop.de/navi.php?a=592145&lang=eng,navi.php?a=592145&lang=eng,592145
Duravit KT664007979 WTU wandhängend Ketho 455x800x480mm,KT664007979-DU,4053424223384,"419,15 ",40 - 42 workdays,"2 SchKa, für 032985, nussbaum natur",https://ssd-armaturenshop.de/Duravit-KT664007979-WTU-wandhaengend-Ketho-455x800x480mm_1,Duravit,103038
Duravit XS416308989 WTU XSquare  397x984x460mm,XS416308989-DU,4053424525136,"809,76 ",39 - 41 workdays,"2 Schubk., Flannel Grey Hochglanz",https://ssd-armaturenshop.de/navi.php?a=603440&lang=eng,navi.php?a=603440&lang=eng,603440
"Duravit XS4170R2222 Waschtischunterbau XSquare, 1 Tür, re",XS4170R2222-DU,4053424519814,"484,65 ",39 - 41 workdays,"400x410x289mm, Weiß Hochglanz",https://ssd-armaturenshop.de/navi.php?a=603649&lang=eng,navi.php?a=603649&lang=eng,603649
"Duravit XS444400707 WT-Unterbau XSquare, 2 Auszüge, bod.",XS444400707-DU,4053424529943,"870,19 ",39 - 41 workdays,"731x984x460mm, Betongrau Matt",https://ssd-armaturenshop.de/navi.php?a=604904&lang=eng,navi.php?a=604904&lang=eng,604904
"Duravit LC629204949 WTU L-Cube 550x820x481mm,wandhängend",LC629204949-DU,4053424517070,"542,38 ",39 - 41 workdays,"2 SchKa, Becken re, Graphit Matt",https://ssd-armaturenshop.de/navi.php?a=592025&lang=eng,navi.php?a=592025&lang=eng,592025
Laufen H4835010964791 WTU Laufen PRO S 1 Lade f.H813965,H4835010964791,7612738345815,"419,55 ",30 - 32 workdays,810x450x390 eiche,https://ssd-armaturenshop.de/navi.php?a=743476&lang=eng,navi.php?a=743476&lang=eng,743476
Duravit DS987404976 Möbel-Acc. Ablage wandh. DuraStyle,DS987404976-DU,4053424190433,"223,29 ",40 - 41 workdays,"440x1140x300mm, graphit ma./eiche massiv",https://ssd-armaturenshop.de/Duravit-DS987404976-Moebel-Acc-Ablage-wandh-DuraStyle_1,Duravit,108634
Duravit DS988204976 Möbel-Acc. HTH mit Ablage DuraStyle,DS988204976-DU,4053424190495,"209,16 ",40 - 42 workdays,"440x740x805mm, graphit matt/eiche massiv",https://ssd-armaturenshop.de/Duravit-DS988204976-Moebel-Acc-HTH-mit-Ablage-DuraStyle_1,Duravit,108654
Duravit DS628104949 Unterschrank DuraStyle 448x730x282mm,DS628104949-DU,4053424309866,"273,89 ",40 - 42 workdays,"1 Ausz.,232080,graphit matt/graphit matt",https://ssd-armaturenshop.de/Duravit-DS628104949-Unterschrank-DuraStyle-448x730x282mm_1,Duravit,106518
"Duravit KT643203131 WTU Ketho f. ME by Starck, 2 Schubk.",KT643203131-DU,4053424450803,"506,83 ",39 - 41 workdays,"480x1270x475mm, Pine Silver",https://ssd-armaturenshop.de/navi.php?a=588404&lang=eng,navi.php?a=588404&lang=eng,588404
Geberit 393372141  Silent-Pro Reduktion exzentrisch,393372141-geb,4025416448600,"9,34 ",19 - 20 workdays,d75mm d1=50mm,https://ssd-armaturenshop.de/Geberit-393372141-Silent-Pro-Reduktion-exzentrisch_1,Geberit,117742
Geberit 393473141  Silent-Pro Reduktion exzentrisch,393473141-geb,4025416448631,"11,56 ",19 - 20 workdays,d90/75,https://ssd-armaturenshop.de/Geberit-393473141-Silent-Pro-Reduktion-exzentrisch_1,Geberit,117744
Geberit 393572141  Silent-Pro Reduktion,393572141-geb,4025416448846,"13,61 ",19 - 20 workdays,exzentrisch d110/50,https://ssd-armaturenshop.de/Geberit-393572141-Silent-Pro-Reduktion_1,Geberit,117745
Geberit 393675141  Silent-Pro Reduktion exzentrisch,393675141-geb,4025416448914,"26,30 ",19 - 20 workdays,d125/110,https://ssd-armaturenshop.de/Geberit-393675141-Silent-Pro-Reduktion-exzentrisch_1,Geberit,117749
Laufen H4026921102631 HS BASE f.PRO S 1650x350x336 Alugriff,H4026921102631,7612738913816,"542,13 ",30 - 32 workdays,2 Türen re 1 Fach 4 Ablagen ulme dunkel,https://ssd-armaturenshop.de/navi.php?a=743203&lang=eng,navi.php?a=743203&lang=eng,743203
Duravit XL1136L5353 Hochschrank X-Large 358x400x1760mm,XL1136L5353-DU,4021534933530,"412,98 ",40 - 42 workdays,"1 Tür, TA links, kastanie dunkel",https://ssd-armaturenshop.de/Duravit-XL1136L5353-Hochschrank-X-Large-358x400x1760mm_1,Duravit,91739
BETTE 3378-000AE Duschfläche Floor Side 3378,3378-000AE,4038565086593,"808,00 ",28 - 30 workdays,180x100 cm weiß AE,https://ssd-armaturenshop.de/BETTE-3378-000AE-Duschflaeche-Floor-Side-3378_1,BETTE,318036
Geberit 390301141  Silent-PP Rohr mit Muffe,390301141-geb,4025416936565,"2,81 ",30 - 31 workdays,"d75x2,6 L:25cm",https://ssd-armaturenshop.de/Geberit-390301141-Silent-PP-Rohr-mit-Muffe_1,Geberit,74813
Geberit 390302141  Silent-PP Rohr mit Muffe,390302141-geb,4025416936572,"4,07 ",30 - 31 workdays,"d75x2,6 L:50cm",https://ssd-armaturenshop.de/Geberit-390302141-Silent-PP-Rohr-mit-Muffe_1,Geberit,74814
Duravit DS1238L7979 Hochschrank DuraStyle 240x500x1400mm,DS1238L7979-DU,4053424317694,"330,42 ",40 - 42 workdays,"1 Tür, TA li., nussb.natur/nussb.natur",https://ssd-armaturenshop.de/Duravit-DS1238L7979-Hochschrank-DuraStyle-240x500x1400mm_1,Duravit,106010
"Duravit LC6246R4343 WTU L-Cube 400x480x240mm,wandhängend",LC6246R4343-DU,4053424517452,"284,53 ",39 - 41 workdays,"1 Tür, TA re, Basalt Matt",https://ssd-armaturenshop.de/navi.php?a=591529&lang=eng,navi.php?a=591529&lang=eng,591529
Duravit KT1255R5252 Hochschrank Ketho 360x400x1800mm,KT1255R5252-DU,4053424230566,"381,64 ",2 - 4 workdays,"1 Tür, TA rechts, europäische eiche",https://ssd-armaturenshop.de/Duravit-KT1255R5252-Hochschrank-Ketho-360x400x1800mm_1,Duravit,102771
Duravit KT666705252 WTU wandhängend Ketho 455x800x410mm,KT666705252-DU,4053424220482,"331,27 ",40 - 42 workdays,"1 Auszug, für 034285, europäische eiche",https://ssd-armaturenshop.de/Duravit-KT666705252-WTU-wandhaengend-Ketho-455x800x410mm_1,Duravit,103288
Laufen H4054010340411 WTU SONAR f.WT H812340/1/2/3,H4054010340411,7612738946357,"840,89 ",29 - 31 workdays,575x455 1 Schubl. Ausschn. mitte Kupfer,https://ssd-armaturenshop.de/navi.php?a=768489&lang=eng,navi.php?a=768489&lang=eng,768489
Laufen H4054210340401 WTU SONAR f.WT H812340/1/2/3,H4054210340401,7612738946173,"1.170,16 ",29 - 31 workdays,1175x455 1 Schubl. Ausschnitt mitte Gold,https://ssd-armaturenshop.de/navi.php?a=768506&lang=eng,navi.php?a=768506&lang=eng,768506
Bette 1268-000 Badewannen Rechteck Classic 1268,1268-000,4038565092570,"504,77 ",29 - 30 workdays,1500x700x450mm Weiß,https://ssd-armaturenshop.de/navi.php?a=952634&lang=eng,navi.php?a=952634&lang=eng,952634
Kermi ER01M0800502XXK  Basic-50 gebogen BH804x64x524mm,ER01M0800502XXK,4037486683034,"168,67 ",15 - 17 workdays,"QN399, weiß",https://ssd-armaturenshop.de/navi.php?a=802968&lang=eng,navi.php?a=802968&lang=eng,802968
Viega 275075 Ausstattungsset 2236,275075,4015211275075,"37,19 ",16 - 17 workdays,für Kaltwasser (blau) in verchromt,https://ssd-armaturenshop.de/Viega-275075-Ausstattungsset-2236_1,Viega,49429
Viega 554422 Wasserzählerbügel Easytop 2230.70,554422,4015211554422,"125,63 ",16 - 17 workdays,"in Qn6,0 x R1 1/4 x R1 1/4 Rotguss",https://ssd-armaturenshop.de/Viega-554422-Wasserzaehlerbuegel-Easytop-223070_1,Viega,50564
Viega 587277 Kugelhahn Sanfix P 2170,587277,4015211587277,"25,94 ",14 - 15 workdays,in 16mm Rotguss,https://ssd-armaturenshop.de/Viega-587277-Kugelhahn-Sanfix-P-2170_1,Viega,73164
Viega 587284 Kugelhahn Sanfix P 2170,587284,4015211587284,"29,17 ",12 - 13 workdays,in 20mm Rotguss,https://ssd-armaturenshop.de/Viega-587284-Kugelhahn-Sanfix-P-2170_1,Viega,73165
Viega 587291 Kugelhahn Sanfix P 2170,587291,4015211587291,"37,87 ",10 - 11 workdays,in 25mm Rotguss,https://ssd-armaturenshop.de/Viega-587291-Kugelhahn-Sanfix-P-2170_1,Viega,50970
Viega 587307 Kugelhahn Sanfix P 2170,587307,4015211587307,"54,23 ",16 - 17 workdays,in 32mm Rotguss,https://ssd-armaturenshop.de/Viega-587307-Kugelhahn-Sanfix-P-2170_1,Viega,50971
Viega 596835 Ausstattungs-Set 2236.10,596835,4015211596835,"51,00 ",14 - 15 workdays,in verchromt,https://ssd-armaturenshop.de/Viega-596835-Ausstattungs-Set-223610_1,Viega,51051
Viega 107932 Bogen 90 Grad mit SC Sanpress,107932,4015211107932,"8,49 ",16 - 17 workdays,2216.1 in 15mm Rotguss,https://ssd-armaturenshop.de/Viega-107932-Bogen-90-Grad-mit-SC-Sanpress_1,Viega,71300
Viega 281298 Bogen 90 Grad Sanpress 2216.1,281298,4015211281298,"9,68 ",16 - 17 workdays,in 18mm Rotguss,https://ssd-armaturenshop.de/Viega-281298-Bogen-90-Grad-Sanpress-22161_1,Viega,71753
Viega 108120 Bogen 90 Grad mit SC Sanpress,108120,4015211108120,"11,72 ",16 - 17 workdays,2216.1 in 22mm Rotguss,https://ssd-armaturenshop.de/Viega-108120-Bogen-90-Grad-mit-SC-Sanpress_1,Viega,71307
Viega 115159 Bogen 90 Grad Sanpress 2216.1,115159,4015211115159,"14,59 ",16 - 17 workdays,in 28mm Rotguss,https://ssd-armaturenshop.de/Viega-115159-Bogen-90-Grad-Sanpress-22161_1,Viega,71417
Viega 117603 Bogen 90 Grad mit SC Sanpress,117603,4015211117603,"25,82 ",16 - 17 workdays,2216.1 in 35mm Rotguss,https://ssd-armaturenshop.de/Viega-117603-Bogen-90-Grad-mit-SC-Sanpress_1,Viega,71458
Viega 130497 Bogen 90 Grad mit SC Sanpress,130497,4015211130497,"40,59 ",16 - 17 workdays,2216.1 in 42mm Rotguss,https://ssd-armaturenshop.de/Viega-130497-Bogen-90-Grad-mit-SC-Sanpress_1,Viega,49320
Viega 191221 Bogen 90 Grad mit SC Sanpress,191221,4015211191221,"56,63 ",16 - 17 workdays,2216.1 in 54mm Rotguss,https://ssd-armaturenshop.de/Viega-191221-Bogen-90-Grad-mit-SC-Sanpress_1,Viega,49174
Viega 109332 Bogen 45 Grad mit SC Sanpress,109332,4015211109332,"9,59 ",16 - 17 workdays,2226.1 in 15mm Rotguss,https://ssd-armaturenshop.de/Viega-109332-Bogen-45-Grad-mit-SC-Sanpress_1,Viega,71332
Viega 281564 Bogen 45 Grad mit SC Sanpress,281564,4015211281564,"11,02 ",16 - 17 workdays,2226.1 in 18mm Rotguss,https://ssd-armaturenshop.de/Viega-281564-Bogen-45-Grad-mit-SC-Sanpress_1,Viega,71762
Viega 110949 Bogen 45 Grad mit SC Sanpress,110949,4015211110949,"13,33 ",16 - 17 workdays,2226.1 in 22mm Rotguss,https://ssd-armaturenshop.de/Viega-110949-Bogen-45-Grad-mit-SC-Sanpress_1,Viega,71352
Viega 113346 Bogen 45 Grad mit SC Sanpress,113346,4015211113346,"17,07 ",16 - 17 workdays,2226.1 in 28mm Rotguss,https://ssd-armaturenshop.de/Viega-113346-Bogen-45-Grad-mit-SC-Sanpress_1,Viega,71391
Viega 121594 Bogen 45 Grad mit SC Sanpress,121594,4015211121594,"24,21 ",16 - 17 workdays,2226.1 in 35mm Rotguss,https://ssd-armaturenshop.de/Viega-121594-Bogen-45-Grad-mit-SC-Sanpress_1,Viega,71551
Viega 134471 Bogen 45 Grad mit SC Sanpress,134471,4015211134471,"40,59 ",16 - 17 workdays,2226.1 in 42mm Rotguss,https://ssd-armaturenshop.de/Viega-134471-Bogen-45-Grad-mit-SC-Sanpress_1,Viega,49340
Viega 191825 Bogen 45 Grad mit SC Sanpress,191825,4015211191825,"57,57 ",16 - 17 workdays,2226.1 in 54mm Rotguss,https://ssd-armaturenshop.de/Viega-191825-Bogen-45-Grad-mit-SC-Sanpress_1,Viega,49176
Viega 113186 Bogen 45 Grad mit SC Sanpress 2226,113186,4015211113186,"9,75 ",16 - 17 workdays,in 15mm Rotguss,https://ssd-armaturenshop.de/Viega-113186-Bogen-45-Grad-mit-SC-Sanpress-2226_1,Viega,71389
Viega 281533 Bogen 45 Grad Sanpress 2226,281533,4015211281533,"11,24 ",16 - 17 workdays,in 18mm Rotguss,https://ssd-armaturenshop.de/Viega-281533-Bogen-45-Grad-Sanpress-2226_1,Viega,71761
Viega 112004 Bogen 45 Grad mit SC Sanpress 2226,112004,4015211112004,"13,60 ",16 - 17 workdays,in 22mm Rotguss,https://ssd-armaturenshop.de/Viega-112004-Bogen-45-Grad-mit-SC-Sanpress-2226_1,Viega,71372
Viega 111670 Bogen 45 Grad Sanpress 2226,111670,4015211111670,"17,46 ",16 - 17 workdays,in 28mm Rotguss,https://ssd-armaturenshop.de/Viega-111670-Bogen-45-Grad-Sanpress-2226_1,Viega,71365
Viega 116156 Bogen 45 Grad mit SC Sanpress 2226,116156,4015211116156,"24,69 ",16 - 17 workdays,in 35mm Rotguss,https://ssd-armaturenshop.de/Viega-116156-Bogen-45-Grad-mit-SC-Sanpress-2226_1,Viega,71436
Viega 128531 Bogen 45 Grad mit SC Sanpress 2226,128531,4015211128531,"41,39 ",16 - 17 workdays,in 42mm Rotguss,https://ssd-armaturenshop.de/Viega-128531-Bogen-45-Grad-mit-SC-Sanpress-2226_1,Viega,49313
Viega 197506 Bogen 45 Grad mit SC Sanpress 2226,197506,4015211197506,"58,75 ",16 - 17 workdays,in 54mm Rotguss,https://ssd-armaturenshop.de/Viega-197506-Bogen-45-Grad-mit-SC-Sanpress-2226_1,Viega,49400
Viega 287375 Reduzierstück mit SC Sanpress,287375,4015211287375,"3,78 ",2 - 3 workdays,2215.1 in 18x15mm Rotguss,https://ssd-armaturenshop.de/Viega-287375-Reduzierstueck-mit-SC-Sanpress_1,Viega,71802
Viega 108250 Reduzierstück mit SC Sanpress,108250,4015211108250,"7,89 ",16 - 17 workdays,2215.1 in 22x15mm Rotguss,https://ssd-armaturenshop.de/Viega-108250-Reduzierstueck-mit-SC-Sanpress_1,Viega,71309
Viega 287337 Reduzierstück mit SC Sanpress,287337,4015211287337,"8,59 ",16 - 17 workdays,2215.1 in 22x18mm Rotguss,https://ssd-armaturenshop.de/Viega-287337-Reduzierstueck-mit-SC-Sanpress_1,Viega,71798
Viega 288228 Reduzierstück mit SC Sanpress,288228,4015211288228,"9,13 ",16 - 17 workdays,2215.1 in 28x15mm Rotguss,https://ssd-armaturenshop.de/Viega-288228-Reduzierstueck-mit-SC-Sanpress_1,Viega,71806
Viega 109974 Reduzierstück mit SC Sanpress,109974,4015211109974,"9,13 ",16 - 17 workdays,2215.1 in 28x22mm Rotguss,https://ssd-armaturenshop.de/Viega-109974-Reduzierstueck-mit-SC-Sanpress_1,Viega,70899
Viega 115753 Reduzierstück mit SC Sanpress,115753,4015211115753,"10,47 ",16 - 17 workdays,2215.1 in 35x22mm Rotguss,https://ssd-armaturenshop.de/Viega-115753-Reduzierstueck-mit-SC-Sanpress_1,Viega,71431
